tweet_id,tweet_text,class_label,_sos,_flood,_need,_haz
721818472930533380,"@TheEllenShow Hi Im writting you from Ecuador, our country is in emergency because of the earthquake. We need help please. #PrayForEcuador",sympathy_and_support,True,False,False,True
722159581770752000,@KevinSpacey Here in Ecuador we had an earthquake. We need help. Chek this,requests_or_urgent_needs,True,False,False,True
721790686685585408,Ecuador earthquake: More than 230 killed with many still trapped,injured_or_dead_people,True,False,False,True
722126606899220481,"RT @EcuadentConnect: Please help Ecuadent collect clothing, food, and money so we can help the victims of Ecuadorian earthquake. Every h",requests_or_urgent_needs,True,False,False,True
721813165131042816,@JoshSobo not good. My country has suffered a terrible tragedy. In Ecuador last night we had an earthquake. Help us with your prayers,sympathy_and_support,True,False,False,True
722196312351981572,RT @jrfansla: U can help us! If u can donate please @CARE a massive 7.8 earthquake has struck #Ecuador Help deliver urgent relief,rescue_volunteering_or_donation_effort,True,False,False,True
721696150009573377,Ecuadors costal región has been extremely affected by last nights earthquake. We need help! #EarthquakeEcuador,requests_or_urgent_needs,True,False,False,True
721603509754413057,RT @AlexanderXV: @AlexanderXV #Ecuador #Earthquake @andradivo My sister &amp; others are injured without care at #Pedernales.Need help please t,requests_or_urgent_needs,True,False,False,True
721740372301516800,A 7.8 earthquake hit Ecuador Apri16. 233 dead and 600+ injured. Please donate to help us offer emergency relief,injured_or_dead_people,True,False,False,True
721733658797817860,How you can help - An unknown number of people are trapped in the debris of Ecuadors biggest earthquake in dec,sympathy_and_support,True,False,False,True
721861773687681024,"@MartinGarrix last night our country, Ecuador, was surprised by an earthquake, please help us spreading the voice so we get some help ὤFἿB἞A἞8",rescue_volunteering_or_donation_effort,True,False,False,True
721804446095831044,"Hey @Skrillex weve just been hit by a 7,8 magnitude earthquake, if u could help us spread the word for donations &lt;3",rescue_volunteering_or_donation_effort,True,False,False,True
722141087532466176,@Chri55yBaby christopher please help Ecuador with any donations you can. Horrible earthquake on Saturday and we need help.,rescue_volunteering_or_donation_effort,True,False,False,True
721623845229223936,RT @shababaty: #Ecuador Earthquake #Manabi Citizens &amp; fireworkers try to rescue trapped ppl under the rubble of the #Umiña Hotel,rescue_volunteering_or_donation_effort,True,False,False,True
721825705764528129,"@zaynmalik Hi Zayn, Ecuador yesterday my country suffered an earthquake could you help us with donations we will be eternally gratefulὤFἿBὡ6",requests_or_urgent_needs,True,False,False,True
721814381118533632,"Earthquake kills 235 in Ecuador, people still trapped. Reuters from Pedernales:",injured_or_dead_people,True,False,False,True
722189633661116417,RT @ninavaca: 7.8 Earthquake in Ecuador please help family and friends donating  @USHCC @USHCCFoundation @PinnacleHQ,rescue_volunteering_or_donation_effort,True,False,False,True
721818157804089345,Ayudame a ayudar Ecuador Non-Official earthquake help and help us meet our goal. @generosity,rescue_volunteering_or_donation_effort,True,False,False,True
722173247970766849,RT @EnnerValencia14: Please help the Earthquake victims in #Ecuador ἞A἞8ὤFἿE donations ὄ7ἿE,rescue_volunteering_or_donation_effort,True,False,False,True
722069206947205120,Please help me sharing information for Ecuadors Relief Fund by UNICEF we are in desperate need of help  @Aballatore,rescue_volunteering_or_donation_effort,True,False,False,False
722182164549353473,"RT @TECHOus: We are crowdfunding to support Ecuador’s earthquake victims, help us by donating here:",rescue_volunteering_or_donation_effort,True,False,False,True
722184120332337155,@NiallOfficial please pray for Ecuador by the devastating earthquake that there was need help in my country,sympathy_and_support,True,False,False,True
721821768957173760,"Earthquake kills 235 in Ecuador, people still trapped  Please prey for these poor people..",injured_or_dead_people,True,False,False,True
721911908060807168,@ThomasSanders please help spread the word on how to help victims of ecuador 7.8 earthquake  you have a huge fanbase,sympathy_and_support,True,False,False,True
721992542053658624,Earthquake in #Ecuador: 7.8 magnitude quake kills 272; many feared trapped,injured_or_dead_people,True,False,False,True
721710013769715713,Ecuador coastal earthquake affected a very poor region. Devastation and death is everywhere! Need HELP SOS #EcuadorEarthquake @CNN @CNNEE,injured_or_dead_people,True,False,False,True
901722026527911936,"Where are they supposed to go when their homes are flooded, mayor? No evacuation was ordered #houstonflood #HurricaneHarvey #Houston #Texas",other_relevant_information,False,False,True,True
903387511279452160,Help us figure out which areas had flooded homes or apartments from #Harvey ! RT and share everywhere please!,other_relevant_information,True,False,False,True
902752514642247680,"Stuck 2 Days: No Food, No Water - Houston Major: no evacuations needed",displaced_people_and_evacuations,True,False,False,False
903055119444529158,- by sharing this it would mean so much please help me and my family / friends #HarveyFlood #HoustonStrong #PortArthur #HurricaneHarvey,requests_or_urgent_needs,True,False,False,False
903433437239021568,Blue Alert Helping Law Enforcement Officers that Lost their Homes During Hurricane Harvey.  Help us to Help Them.,rescue_volunteering_or_donation_effort,True,False,False,True
902873564210016258,"We need help. We need more volunteers to help answer the phones and take donations for Hurricane Harvey. If you can help, PM us. Thanks!",rescue_volunteering_or_donation_effort,True,False,False,True
903618920325709826,@Kobes_Lakers would you donate $5 to a needy family suffering from Hurricane Harvey. Please help us,rescue_volunteering_or_donation_effort,True,False,False,True
901917156425814017,"1/2 Hurricane Harvey has turned much of Houston into rivers &amp; lakes. Many homes flooded, industrial plants shut down.",other_relevant_information,False,True,False,True
901310760285913090,Reports: People trapped in collapsed buildings in Rockport after Hurricane Harvey hits  #KSATnews,infrastructure_and_utility_damage,True,False,False,True
902868590310907904,This is freaking interstate in #Beaumont! Praying for that area today. My brother in laws homes flooded &amp; more rain is falling. #Harvey,sympathy_and_support,False,True,False,True
903750111305625601,We are supporting our fellow Texans affected by #hurricaneharvey. Help us raise money for the @FoodBankofCC!,rescue_volunteering_or_donation_effort,True,False,False,False
901683841181642753,"not clear whether homes flooded by Harvey in greater Houston area will tally in the thousands, tens of thousands, or hundreds of thousands",infrastructure_and_utility_damage,False,True,False,True
903558490890711041,Someone please help my family Shannon Sams and her 1 month old baby #Harvey2017 #HarveyRelief #PORTARTHURTX,requests_or_urgent_needs,True,False,False,False
903470864510836736,Please help us help the animal victims of Hurricane Harvey. Were collecting donations of food and supplies for,requests_or_urgent_needs,True,False,False,True
903499364458348546,"@JHarden13  Please help a brother in need. I lost everything during this catastrophic hurricane Harvey, every penny will help me",requests_or_urgent_needs,True,False,False,True
901755517319749632,Hurricane Harvey made SURE we werent joking about him anymore. ὢD We are trapped! All roads flooded!,other_relevant_information,True,False,False,True
902606586866270210,Macalister Falls Dr WATER Rising #sugarlandtx #siennaplantation #FortBendCounty #BrazosRiver #flooding #HoustonFlood2017 #Harvey,other_relevant_information,False,True,False,True
902682499217838080,Houston families please call 281-464-4851 or 713-884-3131 if you need help #disasterrelief #hurricaneharvey #houston,rescue_volunteering_or_donation_effort,True,False,False,False
903505813444186112,Please help #IAMCP provide assistance to those impacted by Hurricane Harvey!,rescue_volunteering_or_donation_effort,True,False,False,True
902912101336969218,"We are praying for Texas. Lord Jesus, please help these families. #HurricaneHarvey #TexasForever",sympathy_and_support,True,False,False,False
903444230722519043,Our #WKYCdigithon for Hurricane Harvey relief has topped $90K! Can you please help us get to $100 by donating here:,rescue_volunteering_or_donation_effort,True,False,False,True
903055508516556801,"Hi guys! asking everyone to please help those animals dealing with hurricane Harvey by donating anything on the list that you can, God bless",requests_or_urgent_needs,True,False,False,True
902714013301268480,"This young lady lost everything due to hurricane Harvey, if you can IF YOU CAN, please help her get back on her feet. Anything helps 🙏🏽😔❤️",rescue_volunteering_or_donation_effort,True,False,False,True
902852645630726144,"Please help, this lady needs to be rescue Marilyn guidry ,6210 Charles ave, Port Arthur , tx 713 5427751, 80 year old Water waist #harvey",requests_or_urgent_needs,True,False,False,False
902850712735973376,"@CNN need help 8001 Honeywood Trail #92 Crystal Creek Apt Port Arthur, TX 77640. Who else can she call? #HurricaneHarvey",requests_or_urgent_needs,True,False,False,False
903412449407324160,CHECK MY PINNED TWEET. We did not want to do this but we had to. We are in a very bad point and need help Retweet,requests_or_urgent_needs,True,False,False,False
902853718235897857,20 Emotional and Haunting Hurricane Harvey Pictures That Help Us Understand This Disaster  @US105fm,sympathy_and_support,True,False,False,True
903619125796331521,Really? Why the fuck would any other countries help us right now? We are the violent crazy guy on the bus no one wants to sit near.,not_humanitarian,True,False,False,False
903062449473114112,"It is natural to feel stress or worry after a disaster. If you need help coping with #Harvey, please call 1-800-985-5990. @samhsagov",caution_and_advice,True,False,False,False
903640017217757184,"#HurricaineHarvey please help us reach the $5,000 goal for those affected by Hurricane Harvey. link:",rescue_volunteering_or_donation_effort,True,False,False,True
902656270796288000,Help us make room at #GBHS for the animals displaced by Hurricane Harvey by adopting our available animals for only $20 tomorrow - Sept. 3.,displaced_people_and_evacuations,True,False,False,True
902838147276525568,"Please help the victims of Hurricane Harvey in whatever way you can, even a dollar will help collectively. Ive",requests_or_urgent_needs,True,False,False,True
902654127414493184,A sweet story to come from #Harvey2017 coverage: Trapped bakers whip up 4K+ lbs of pan dulce for flood victims,other_relevant_information,True,False,False,True
902715911404212224,We are registered as a Hurricane Harvey evacuation location.with FEMA’s website EMERGENCY LODGING ASSISTANCE,displaced_people_and_evacuations,False,False,True,True
902898106215395328,My friends family has been displaced by Hurricane Harvey. Please help out if you can; even if its just a share/RT🖤,displaced_people_and_evacuations,True,False,False,True
902663194728116225,Hurricane Harvey has devastated the TX coast and much of Houston is still under water. Help us raise $ #RedCross #hurricaneharveyrelieffund,rescue_volunteering_or_donation_effort,True,False,False,True
902855940382359553,7:30 am and i just broke down sobbing seeing these pictures of dogs trapped in the floods from hurricane harveyi am so heartbroken,sympathy_and_support,True,False,False,True
902646956236910593,"PSA - Walmart is taking donations for the victims of Hurricane Harvey, please help spread the word.",rescue_volunteering_or_donation_effort,True,False,False,True
903628069692248064,#fgf #feelgoodfriday Todays #FGF really needs no explanation--#HurricaneHarvey Please help,rescue_volunteering_or_donation_effort,True,False,False,False
902905952223064067,"PLEASE HELP MY FRIEND, HER SISTER AND 1 YEAR OLD NEPHEW! THEY ARE IN PORT ARTHUR! THE HOUSE IS FLOODING! #HurricaneHarvey #PortArthur",requests_or_urgent_needs,True,False,False,True
902646420855033856,Please help us raise money to benefit students and families affected by Hurricane Harvey. #LyleLove,requests_or_urgent_needs,True,False,False,True
901771496930103296,GET ON THE ROOF NOT ATTIC if flooding #Houston #HurricaneHarvey,caution_and_advice,False,True,False,True
903747794535686144,#gofundme #sabrinawilson #HurricaneHarvey please help me and my family please anything would do,requests_or_urgent_needs,True,False,False,False
902635854748901380,Please help us raise $ for the victims of Hurricane Harvey. #Harbourside4Harvey @HarboursideFL,rescue_volunteering_or_donation_effort,True,False,False,True
902866468555116545,They stayed at NASA while their homes flooded and families evacuated so the ISS would continue to operate safely. &lt;333,displaced_people_and_evacuations,False,True,False,True
903672316047056897,Come visit us this weekend and help us BLOW OUT Hurricane Harvey! ALL target proceeds will be,rescue_volunteering_or_donation_effort,True,False,False,True
902635873115807744,If youre in the Houston area and need help: #HurricaneHarvey #HoustonStrong #HoustonTexas #Flood #CajunNavy #TexasSAR #rescuehouston #Zello,rescue_volunteering_or_donation_effort,True,False,False,True
902844538636693504,"Free Pizza, Free shirt, Free OKC zoo tickets, chance to win an ipad,&amp; your blood can help the Hurricane victims! Help us make a difference!",rescue_volunteering_or_donation_effort,True,False,False,True
902685049539235841,"HOUSE FLOODED - Homes in Dickinson, Texas filled with water Monday from #Harvey flooding #txwx #HarveyFlood",infrastructure_and_utility_damage,False,True,False,True
902902622499299329,Friend is running a Corpus Christi drive. Please help:  (Lynae Canales Gift Registry Address) #Harvey,requests_or_urgent_needs,True,False,False,False
902915695649927168,We are extremely thankful for the staff from @SanAntonioVAMC headed to Houston to help us care for Veterans! #TexasStrong,sympathy_and_support,True,False,False,False
902596796454666240,Partnership for Inclusive Disaster Strategies has a hotline for people w disabilities who need help during #Harvey: 800-626-4959. Please RT.,rescue_volunteering_or_donation_effort,True,False,False,False
903062927183372288,"Reach out to Terrasas Turf Care if you need help with Hurricane Harvey cleanup in Palacios, Texas.",rescue_volunteering_or_donation_effort,True,False,False,True
903056470006104064,@LilianGarcia Please help these pets in need after Hurricane Harvey.  #thanks,requests_or_urgent_needs,True,False,False,True
903595646300676097,"I added a video to a @YouTube playlist  If You Can, Please Help People of Hurricane Harvey. #SSSVEDA Day 29",requests_or_urgent_needs,True,False,False,True
902653142856294401,"JUST IN: Nursing home residents trapped in #Harvey flood waters Sunday, now doing great, facilitys daughter says. @WFLA.",other_relevant_information,True,False,False,True
903675108098809856,"fostering puppies stranded in Texas from hurricane Harvey this saturday. If youre able to foster, please dm me! They need help!!!",rescue_volunteering_or_donation_effort,True,False,False,True
902603988507426816,Please consider donating to help this no kill shelter save the homeless pets after Hurricane Harvey!! Every,rescue_volunteering_or_donation_effort,False,False,True,True
903769227336622080,"Elderly Man Spots Terrified Dog Trapped By Flood, Wades Into Thigh-High Water To Rescue Him",rescue_volunteering_or_donation_effort,True,False,False,True
902685704182009860,If you NEED HELP or are LOOKING TO HELP the communities impacted by Hurricane Harvey - your list:  #HarveyT1D,requests_or_urgent_needs,True,False,False,True
901809698759991296,No better place to be stuck than #WaltDisneyWorld. Thanks for your amazing generosity! #castcompliment #wdwtoday #HurricaneHarvey #Houston,rescue_volunteering_or_donation_effort,True,False,False,False
902669035099316225,My parents have been flooded out in Humble and lost everything. My niece @Vixella set up a gofundme. Please help!,rescue_volunteering_or_donation_effort,True,False,False,True
902696630088081408,"Help us ..,,Hurricane Harvey Victim",requests_or_urgent_needs,True,False,False,True
902723534702641155,"I used to live behind the medical center to the left, we moved 09 after our house flooded twice. My heart is with Houston, always&amp;forever🤘🏼",sympathy_and_support,False,True,False,True
901679848833204224,"HURRICANE HARVEY ~ Urgent Request SPCA OF BRAZORIA, TEXAS~need help relocating 400 animals,cages stacked to ceiling. Need supplies, crates..",requests_or_urgent_needs,True,False,False,True
902032755688648705,Ashley Claster shares the stories of former El Pasoans who are stuck in floods caused by Tropical Storm Harvey.,other_relevant_information,True,False,False,True
903638800827600896,We are back out today collecting donations for the vicitms of hurricane Harvey. Please help if you can. Details at,rescue_volunteering_or_donation_effort,True,False,False,True
902607066392649728,"UPDATE: The stranded seniors who were trapped in #Harvey flood waters Sunday, now safe at another nursing facility.",displaced_people_and_evacuations,True,False,False,True
903054756989587457,"Anything will help, in need of food and toiletries!! I cant return to work due to the flooding. Struggling to make ends meet please help!",requests_or_urgent_needs,True,False,False,True
901787918896857089,Ὁ4Attending extra church service to ὤFἿC for Loves homes flooded in #Houston area. Lighting a candle! #alwaysinmyheart .@mashable #hurricane,sympathy_and_support,False,True,False,True
903758350323765248,Help us help the dogs of Hurricane Harvey,sympathy_and_support,True,False,False,True
903368942764351488,Coleman Allied has teamed up with St. Thomas Episcopal Church to collect aid for Hurricane Harvey victims. Please help us fill our truck.,rescue_volunteering_or_donation_effort,True,False,False,True
902654920284921857,Insurance Won’t Cover Damage To 80% Of Homes Flooded By Hurricane Harvey,infrastructure_and_utility_damage,False,True,False,True
903446578010234881,To help us improve the info we provide you: How would you rate our Hurricane Harvey coverage?,requests_or_urgent_needs,True,False,False,True
903441350036668416,Please help my sister and her family recover from Hurricane Harvey! Anything helps💕,requests_or_urgent_needs,True,False,False,True
903748208421154817,Help us collect supplies for #hurricaneharvey victims! Shop our @amazon Relief Store &amp; ship 2 our location by 9/8 →,requests_or_urgent_needs,True,False,False,False
902685603166392320,Wow! Good Samaritans in Kingwood (NE Houston) saved a deer that was stuck in a fence. Flood water was up to its neck. #HoustonFlood #Harvey,rescue_volunteering_or_donation_effort,True,False,False,True
902895168877076480,I am literally in tears!!! Lord please help!!!! Please 💔💔😪😪😭😭😭,sympathy_and_support,True,False,False,False
902730621717319680,"NEW: Video emerges of deputies in Hankamer, TX saving animals trapped at flooded shelter #Breaking #Harvey #Texas",other_relevant_information,True,False,True,True
903361789621977088,"Whether you need help in the aftermath of Hurricane Harvey or want to offer your assistance to others in need,",rescue_volunteering_or_donation_effort,True,False,False,True
903063146948157440,"Per his Instagram Story, #Giants WR @OBJ_3 is on a boat in Port Arthur rescuing Hurricane Harvey victims. Says to message if you need help.",rescue_volunteering_or_donation_effort,True,False,True,True
903725250440986625,Please help 2 TX parent centers flooded by Hurricane Harvey-,requests_or_urgent_needs,True,False,False,True
902656127032324096,Rescued Woman Goes Off On CNN For Hurricane Harvey Coverage - these ppl need help not interviews  via @dailycaller,rescue_volunteering_or_donation_effort,True,False,False,True
902902492299759617,A shelter has been activated at Brown Missionary Baptist Church for those displaced by Hurricane Harvey. Call 662-342-6407 for more info.,displaced_people_and_evacuations,False,False,True,True
902888318173675520,Please help Hurricane Harvey Family,requests_or_urgent_needs,True,False,False,True
902903651387236352,@crissles Can you please share? My family has been trapped inside for nearly 12 hours. Help is needed urgently in Port Arthur,requests_or_urgent_needs,True,False,False,False
902842948970274818,"If youre stuck on a quirky picture book ms, Ill critique it AND it helps Hurricane Harvey victims. #KidLitCares",rescue_volunteering_or_donation_effort,True,False,False,True
903054639532212229,Help us in our efforts to cloth those in need after the effects of Hurricane Harvey,rescue_volunteering_or_donation_effort,True,False,False,True
903375640711360513,"Firefighters begin block-by-block search of 37,000 #Houston homes flooded by #Harvey  via @bi_contributors",rescue_volunteering_or_donation_effort,False,True,False,True
903457191587233792,"Hurricane Harvey Victim Calls Chick-Fil-A for Food, They Send Rescue Boat",rescue_volunteering_or_donation_effort,True,False,True,True
903451871247040513,Watching the pet rescues of hurricane Harvey on @donlemon @CNN. Brings tears to my eyes. Scared dogs &amp; cats stuck in abandoned homes. @ASPCA,rescue_volunteering_or_donation_effort,True,False,False,True
902734830588370945,"In wake of Hurricane Harvey, special forum created for Aggies who need help or who can offer help:",rescue_volunteering_or_donation_effort,True,False,False,True
902689628171501569,FB people - please help us support Bundles for Babies - Support for those Impacted by Hurricane Harvey! It has,rescue_volunteering_or_donation_effort,True,False,False,True
906927350365016065,#HurricaineIrma #Irma #Irma2017 #Hurricane #hurrcaneirma #Florida @WeLoveDogsUSA @dogcelebration @Koksalakn Please help them #RT,not_humanitarian,True,False,False,True
905520151637975040,"Men Spot Abandoned Dog Treading Water In Flood, Then Realize She’s Been Trapped For Over 3 Days",other_relevant_information,True,False,False,True
908454727544741889,Bonita Springs residents trapped by flood water: Today News for  #Today_In_PortCharlotte CharlotteCountyCares,other_relevant_information,True,False,False,True
907809858958671872,Andrea-I am a volunteer at @CrowdRescueHQ Fill this out with as much as you can if your friends need help #IrmaDrops,rescue_volunteering_or_donation_effort,True,False,False,False
908393542170681349,I added a video to a @YouTube playlist  Mesa AZ Water Heater flood - 480-336-2979 - Dry Guys Restoration,other_relevant_information,False,False,True,True
908437819181350912,"When a devastating earthquake happens in California, dont expect Mexico or others to help us. Our lack of support for Mexico is disgusting",other_relevant_information,True,False,False,True
908358599235293184,ZWF has been badly damaged by hurricane Irma but our animals are safe and our staff is well. You can help us at:,infrastructure_and_utility_damage,True,False,False,True
905587724228407296,"@B_Y_3 No, but if you arent in a flood zone, you should have plenty of food and water available to access. If you are, evacuate.",displaced_people_and_evacuations,False,False,True,True
908340874291097600,#DSTRRescueNeeded Need help no elecity or food from hurrican,requests_or_urgent_needs,True,False,False,False
909481951920345091,#MagaCoalition #Irma #PrayersForFlorida ❤️ὤFἿC❤️ὤFἿC Please Help HURRICANE SUPPLY DONATIONS NEEDED. ASAP. Thanks So Much ❤️ὤFἿC,sympathy_and_support,True,False,False,True
907872241517436936,Help us stop fake news about storm recovery. Plz retweet! #HurricaneIrma #CollierStrong,other_relevant_information,True,False,False,True
908835837982466048,"Lawrence, MA: Chickering Road at Route 114 - flooded out -DPW requested -Car stuck in flood waters on Halsey Street #mawx",caution_and_advice,True,False,False,True
907914589634928641,Im raising money for Hurricane Irma Aftermath Need Help. Click to Donate:  via @gofundme #HurricaneIrma,rescue_volunteering_or_donation_effort,True,False,False,True
908486395504861184,"@jessutopia Caused a 100 year flood, washed out bridges &amp; had us stuck for over a week with no water or power. And believe it when I say this was after",other_relevant_information,True,False,False,True
909375259941490689,My thoughts are with #Florida and Cuba as they struggle with Hurricane #Irma. Please help @RedCross:,sympathy_and_support,True,False,False,True
908977899017048064,@jimmybuffett the Florida keys need your help Spread Irma awareness. Theres no media coverage n they need help,requests_or_urgent_needs,True,False,False,False
