date,content,hashtags,language,coordinates,place,_hit_sos,_hit_phone,_hit_coord,_hit_addr,_hit_locw,_first_person
2023-02-12 12:57:58+00:00,Hatay Antakya Armutlu Develi sokak no 2 de arkadaşımın kuzeni 7 gündür enkaz altında ama hala yardım gelmiyor LUTFEN YARDIM EDIN YAŞADIĞI DÜŞÜNÜLÜYOR LÜTFEN #depremzede #depremhatay #earthquake #deprem,"['depremzede', 'depremhatay', 'earthquake', 'deprem']",tr,,,True,False,False,True,False,False
2023-02-12 12:24:12+00:00,🚨 Acil SOBA lazım çadırlarda soba yok Bazı köylere giden yardım yeterli değil ulaşım olmadığı için OFFROAD araç lazım   📍 İslahiye/Gaziantep  📞 0507 339 9201  #depremzede #depremde #TurkeySyriaEarthquake #TurkeyQuake #DEPREMOLDU #SONDAKIKA #depremsondakika #Turkey,"['depremzede', 'depremde', 'TurkeySyriaEarthquake', 'TurkeyQuake', 'DEPREMOLDU', 'SONDAKIKA', 'depremsondakika', 'Turkey']",tr,,,True,True,False,False,False,False
2023-02-12 12:23:16+00:00,"Commander of the Aleppo Fire Brigade, Colonel Mohsen Kanani: Rescue work ended yesterday evening in all the earthquake-hit sites in Aleppo, after there was no report of people trapped under the rubble. #Syria",['Syria'],en,,,True,False,False,True,False,False
2023-02-12 11:59:01+00:00,"İskenderun eski devlet hastanesine acil yardım lazım. Termal kamerası olan, ses cihazı olan lütfen konuma gitsin o kadar insan hala enkaz altında.  Dumlupınar, Ulucami Cd. No:264, 31200 İskenderun/Hatay, Türkei #babalatv #Erdbeben #earthquake #OguzhanUgur #AFAD #DEPREMOLDU #help","['babalatv', 'Erdbeben', 'earthquake', 'OguzhanUgur', 'AFAD', 'DEPREMOLDU', 'help']",tr,,,True,False,False,True,False,False
2023-02-12 11:46:03+00:00,"Çok acil köpek tepki verdi, maden işçilerine ulaşmak gerekiyor Ürgenpaşa mahallesi Atatürk caddesi 87 numara battı çöktü kavşağı sonu gül apartmanı Antakya Hatay. İletişim 05547327650  05374127171 #hatay #depremsondakika #depremzede #earthquake","['hatay', 'depremsondakika', 'depremzede', 'earthquake']",tr,,,True,True,False,False,False,False
2023-02-12 11:17:18+00:00,#Hatay Rönesans rezidans A2 blok yaşayanların olduğu termal kamerayla tespit edildi yedi gün oldu onlar enkaz altında direnirken onları ölüme terk edemezsiniz Pelin Kütahya hamile Cemal Kütahya Çınar kütahya 5 yaşında ve Nurten Mutlu #Turkey #roenesansrezidans @OguzhanUgur #Acil https://t.co/6u59Zau0vQ,"['Hatay', 'Turkey', 'roenesansrezidans', 'Acil']",tr,,,True,False,False,True,False,False
2023-02-12 10:39:31+00:00,"2 major earthquakes 9 hours apart followed by many tremors. It's -3*C in #Turkey &amp; #Syria . People are trapped under the rubble in the cold, survivors have no homes outside in the cold, rescuers are working in the cold. The catastrophy is huge. We can't imagine their suffering.","['Turkey', 'Syria']",en,,,True,False,False,True,False,False
2023-02-12 09:06:13+00:00,Çok acil Kolluk kuvvetlerinin #HATAY #DEFNE MAHALLESI YENIÇAĞ KÖYÜNE GITMESI GEREKIYOR SILAHLI YAGMACILAR DADANMIS NOLUR GÖRÜN #acil @ahbap #lütfen hatay antakya #uzaktan #tahaduymaz #yurtlar #depremzede #AhbapDernegi  #kahramamaras #earthquake Yeniçağ mahallesi  8052. Sk. No 56,"['HATAY', 'DEFNE', 'acil', 'lütfen', 'uzaktan', 'tahaduymaz', 'yurtlar', 'depremzede', 'AhbapDernegi', 'kahramamaras', 'earthquake']",tr,,,True,False,False,True,False,False
2023-02-12 09:02:38+00:00,VİNÇ LAZIM kuyulu mh örgü sk no29 fulya apt merkez market üstü antakya/hatay 05511309228 #112AcilSağlık #HalukLevent #OguzhanOgur #tahaduymaz #dilanpolat #danlabilic #babalativi #akut #enkazdayim #enkazaltından #ENKAZALTİNDAYİM #deprem #earthquake #hatayiskenderun #DEPREMZEDELER https://t.co/a3it0LbB6v,"['112AcilSağlık', 'HalukLevent', 'OguzhanOgur', 'tahaduymaz', 'dilanpolat', 'danlabilic', 'babalativi', 'akut', 'enkazdayim', 'enkazaltından', 'ENKAZALTİNDAYİM', 'deprem', 'earthquake', 'hatayiskenderun', 'DEPREMZEDELER']",tr,,,True,True,False,True,False,True
2023-02-12 08:38:08+00:00,Our dedicated disaster responders are working around the clock to serve the earthquake victims. Please help us to reach as many as possible #Türkiye #Syria https://t.co/SCab6NlR2I,"['Türkiye', 'Syria']",en,"Coordinates(longitude=-2.56475248726412, latitude=53.3015341502953)","Place(fullName='Yorkshire and The Humber, England', name='Yorkshire and The Humber', type='admin', country='United Kingdom', countryCode='GB')",True,False,True,False,False,False
2023-02-12 08:22:52+00:00,Acil Yardım: İl : Kahramanmaraş  İlçe: Onikişubat - Şazibey Mah. Ebrar Sitesi F Blok Daire:1   Enkaz Altında 5 Kişi var. Acil  #earthquake  #DEPREMOLDU,"['earthquake', 'DEPREMOLDU']",tr,,,True,False,False,True,False,False
2023-02-12 07:34:33+00:00,"This is from the #TurkeyEarthquake Please help! CNN/impact for some suggestions, World Kitchen, White Hemete in #Syria (Check out their documentary on YT which was nominated for an Academy Award @SyriaCivilDef @TheSyriaCmpgn  @sa_council https://t.co/ZYFd5P8spt","['TurkeyEarthquake', 'Syria']",en,"Coordinates(longitude=-122.514926, latitude=37.708075)","Place(fullName='San Francisco, CA', name='San Francisco', type='city', country='United States', countryCode='US')",True,False,True,False,False,False
2023-02-12 06:24:02+00:00,"Rescue-team member Batuhan Tugen, who was trying to reach survivors in the wreckage in #Hatay, #Turkey, was buried under rubble after debris fell on his team. His teammates rescued Tugen, who suffered no major injuries. #TurkeyEarthquake    https://t.co/lbBTvebjYX","['Hatay', 'Turkey', 'TurkeyEarthquake']",en,,,True,False,False,True,False,False
2023-02-12 05:38:42+00:00,@OmarAlghabra @KhokharJA @EdmontonFire URGENT!! DEAD IS EXCEEDING 29K!!!! SEND RESCUE TEAMS ASAP TO #Syria!!! THEY HAVE NO SPECIALIZED RESCUE RESOURCES!!! #HumanRights  #Hypocrisy  #damthepeople,"['Syria', 'HumanRights', 'Hypocrisy', 'damthepeople']",en,,,True,False,False,True,False,False
2023-02-12 05:09:32+00:00,Please help in diversifying resources for the most vulnerable people on the ground. #TurkeyEarthquake #deprem #HelpTurkey #Turkey https://t.co/nQ1S0rVPOJ,"['TurkeyEarthquake', 'deprem', 'HelpTurkey', 'Turkey']",en,"Coordinates(longitude=-78.959206, latitude=43.614586)","Place(fullName='Oshawa, Ontario', name='Oshawa', type='city', country='Canada', countryCode='CA')",True,False,True,False,False,False
2023-02-12 03:13:14+00:00,VIDEO: 'And no person can ever die except by Allah’s leave and at an appointed term.' [Q 3:145]  Ummah Welfare Trust's #Syria team witnessed the freedom of a whole family after they were buried under rubble for more than 24 hours.   See the video الله أكبر. https://t.co/duWmenz428,['Syria'],en,,,True,False,False,True,False,False
2023-02-11 23:13:16+00:00,Fatalities from #earthquakes in #Turkey and #Syria rises to 30K; 85K injured. Total numbers for those still trapped is unknown.   Now we enter relief phase and for the next 6 months there will be a massive need for housing and basic services.,"['earthquakes', 'Turkey', 'Syria']",en,"Coordinates(longitude=-78.912276, latitude=42.826008)","Place(fullName='Buffalo, NY', name='Buffalo', type='city', country='United States', countryCode='US')",True,False,True,False,False,False
2023-02-11 22:40:37+00:00,"Merhaba, Nizip'te Furkan Apartmanında göçük altında ses veren arkadaşlarımız var günlerdir bekliyorlar lütfen destek olun lütfen seslerini duyurun. İletişim için: Serkan 05053523883 #donatetoturkey  We are hearing their voice they are under the rubble please help! #earthquake","['donatetoturkey', 'earthquake']",tr,,,True,True,False,False,False,True
2023-02-11 21:30:14+00:00,"The building collapses on several members of the rescue forces, who were rescuing people trapped under the rubble of the apocalyptic earthquake in #Turkey. #GOD help #turkishpeople 🇹🇷       😥😥😥😥 https://t.co/Y57LkTgizX","['Turkey', 'GOD', 'turkishpeople']",en,"Coordinates(longitude=19.26276, latitude=39.6444968)","Place(fullName='Albania', name='Albania', type='country', country='Albania', countryCode='AL')",True,False,True,False,False,False
2023-02-11 21:29:10+00:00,Worst #TurkeySyriaEarthquake in 100 years! Do you care? Will you donate? Please don’t say “We’re not the world’s police or we need to care for our own people.” We all need help at times. #syriaearthquake #Syria #earthquake 💔So many buried in the cold with few alive. 🥲,"['TurkeySyriaEarthquake', 'syriaearthquake', 'Syria', 'earthquake']",en,"Coordinates(longitude=-122.514926, latitude=37.708075)","Place(fullName='San Francisco, CA', name='San Francisco', type='city', country='United States', countryCode='US')",True,False,True,False,False,False
2023-02-11 21:28:11+00:00,Yardım bekleniyor  Türkiye'de yaşanan depremde Hatay'da göçük altında kaldı. Behruzbek Fayzullaev için acil yardım isteniyor. Ailesi 05436422813 nolu telefondan ulaşılabilir.@afad @ahbap @AKUT_Dernegi #iskenderun #deprem #turkiye #turkey https://t.co/6isxSyJatC,"['iskenderun', 'deprem', 'turkiye', 'turkey']",tr,,,True,True,False,False,False,False
2023-02-11 21:15:53+00:00,He says he can hear people asking for help but no help is there. Please help.  #earthquaketurkey #earthquake https://t.co/bnRtBNHnV8,"['earthquaketurkey', 'earthquake']",en,,,True,False,False,True,False,False
2023-02-11 19:24:19+00:00,"The families of the victims of Jenderes of Idlib in NW #Syria hoist the @UN flag upside down over buildings destroyed by earthquakes, condemning them to not offer any help to the victims that are trapped under the rubble. #Syria_earthquake #un https://t.co/fJ1YfYpUzO","['Syria', 'Syria_earthquake', 'un']",en,"Coordinates(longitude=35.5868988, latitude=32.3094341)","Place(fullName='Syria', name='Syria', type='country', country='Syria', countryCode='SY')",True,False,True,False,False,False
2023-02-11 19:16:53+00:00,We are most grateful for all the assistance we can get for the #earthquake survivors as soon as possible as the injuries are many &amp; will take time to heal. We also are aware of the tragedy that faces the families of the lost as well as no home left for all affected. Please help!,['earthquake'],en,,,True,False,False,True,False,True
2023-02-11 19:16:37+00:00,"Rescue-team member Batuhan Tugen, who was trying to reach survivors in the wreckage in Hatay,##Turkey, was buried under rubble after debris fell on his team. His teammates rescued Tugen, who suffered no major injuries. #Turkey_earthquake #Syria_earthquake https://t.co/HM0zobWLi9","['Turkey', 'Turkey_earthquake', 'Syria_earthquake']",en,,,True,False,False,True,False,False
2023-02-11 18:50:32+00:00,Çok acil desteğe ihtiyaçları var. Özellikle ped ve hasta bezi. Lütfen paylaşalım  Buluttepe mahallesi 390/4 sokak no: 52 İskenderun/HATAY ( Buluttepe mahallesi muhtarlığı ) #depremsondakika #turkey,"['depremsondakika', 'turkey']",tr,,,True,False,False,True,False,False
2023-02-11 18:44:15+00:00,Deprem bölgesindeki arkadaşımızdan aldığımız bilgi neticesinde bölgeye acil yetişkin bez lazım. Zarif Arslanhan 0539 927 50 71 Kahramanmaraş Dulkadiroğlu Kanuni mahallesi 37. Sokak No 25 — CAFER DUTU MEVKİİ @OguzhanUgur @yagosabuncuoglu @haluklevent @AFAD_gonullu #deprem #Turkey,"['deprem', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-11 18:36:28+00:00,İSKENDERUN Sakarya mahallesi 288 sokak no 14 Taksim 14 +90 539 328 87 36 Ebru  Acil olarak 2 çadıra ihtiyaçları var . Fırtına Varmış çocuklar dışarıda #depremsondakika #depremzede #hatay #hatayyardimbekliyor #hataydepremi #hatayiskenderun #hataydeprem #iskederun #uzaktan #Turkey,"['depremsondakika', 'depremzede', 'hatay', 'hatayyardimbekliyor', 'hataydepremi', 'hatayiskenderun', 'hataydeprem', 'iskederun', 'uzaktan', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-11 18:00:01+00:00,Please help #Syria. #SyriaNeedsHelp https://t.co/2w5lOOAIK6,"['Syria', 'SyriaNeedsHelp']",en,"Coordinates(longitude=74.267586, latitude=31.451222)","Place(fullName='Lahore, Pakistan', name='Lahore', type='city', country='Pakistan', countryCode='PK')",True,False,True,False,False,False
2023-02-11 17:58:15+00:00,"I am not sad for the dead, I am not sad for the people who could survive.   I am sad of watching people who wants to help but getting stuck with bureaucracy, pushed away for what they believe in or don’t and could not trust anyone. #Turkey is broken 😞 #TurkeyEarthquake","['Turkey', 'TurkeyEarthquake']",en,"Coordinates(longitude=-79.959313, latitude=43.286245)","Place(fullName='Burlington, Ontario', name='Burlington', type='city', country='Canada', countryCode='CA')",True,False,True,False,False,True
2023-02-11 16:35:16+00:00,"Please help people who lost their families, homes and lives in my country. 11 provinces and 13 million people were affected by this earthquake. The damage is huge and we need help. Let's support life PLEASE  #DonateToTurkey #turkey #earthquake https://t.co/SRLJevhhTg","['DonateToTurkey', 'turkey', 'earthquake']",en,"Coordinates(longitude=-3.23560072135158, latitude=51.8259029271059)","Place(fullName='West Midlands, England', name='West Midlands', type='admin', country='United Kingdom', countryCode='GB')",True,False,True,False,False,False
2023-02-11 15:41:42+00:00,"No Information On Any Indian Trapped In Quake-Hit #Turkey, #Syria   https://t.co/CncAy6NG0P","['Turkey', 'Syria']",en,,,True,False,False,True,False,False
2023-02-11 15:27:54+00:00,"Allahu Akbar!  This beautiful baby was rescued after being trapped under the rubble for 128 hours in Hatay, #Turkey. https://t.co/V7rs0sN4x0",['Turkey'],en,"Coordinates(longitude=60.4784431, latitude=29.3774719)","Place(fullName='Afghanistan', name='Afghanistan', type='country', country='Afghanistan', countryCode='AF')",True,False,True,False,False,False
2023-02-11 15:15:08+00:00,"A father trying to break and remove debris with his bare hands in order to search for his trapped family…He shouts ""Say something girls, make some noise…” But receives no reply…  #TurkeySyriaEarthquake #earthquake #Turkey #earthquaketurkey #Syria #TurkeyEarthquake #TurkeyQuake https://t.co/8CrNDoMm8P","['TurkeySyriaEarthquake', 'earthquake', 'Turkey', 'earthquaketurkey', 'Syria', 'TurkeyEarthquake', 'TurkeyQuake']",en,,,True,False,False,True,False,False
2023-02-11 14:32:55+00:00,Hello people are dying in turkey please hear our voice and help us 😢#HelpTurkey #Turkey #DonateforTurkey #112live #AfaddaBizimAhbapda https://t.co/1IXeshNrIY,"['HelpTurkey', 'Turkey', 'DonateforTurkey', '112live', 'AfaddaBizimAhbapda']",en,"Coordinates(longitude=25.668509, latitude=35.8084193)","Place(fullName='Turkey', name='Turkey', type='country', country='Turkey', countryCode='TR')",True,False,True,False,False,False
2023-02-11 14:07:45+00:00,"No Reports of Any Indian Trapped in Turkey Quake, Confirms Envoy  #MyNewsNE #Indian #Trapped #Turkey #Earthquake #NDRF  https://t.co/OUhh5uLAr1","['MyNewsNE', 'Indian', 'Trapped', 'Turkey', 'Earthquake', 'NDRF']",en,,,True,False,False,True,False,False
2023-02-11 13:56:43+00:00,Acil! Acil!Depremin ilk gününden beri göçük altındalar asla uzman ekip gelmedi. Odabaşı mah akademi hastanesi otoparkı yanı akademi apartmanı  Layla göçmen 20 yaşında  Hasan göçmen 18 yaşında  Öznur Azazi 43 yaşında #deprem #seferberlik #enkazaltındayım #Hatay #YARDIM #turkey,"['deprem', 'seferberlik', 'enkazaltındayım', 'Hatay', 'YARDIM', 'turkey']",tr,,,True,False,False,True,False,False
2023-02-11 13:17:27+00:00,"Turkish rescuers were trapped under the debris from a building in Hatay as they made their way to the #earthquake victims.   The officers were later pulled out by their colleagues. Although, there is still no data on injuries caused by the incident. https://t.co/DReeJtaJvW",['earthquake'],en,,,True,False,False,True,False,False
2023-02-11 13:13:17+00:00,Temperature is minus 6 degrees: Location is Nurdagi: Divine Mountain. With the teams working round the clock to save lives of those still trapped in the debris of collapsed buildings. Not one team of rescuers willing to give up  Details coming up on @IndiaToday &amp; @aajtak #Turkey https://t.co/3me8wBaXVU,['Turkey'],en,,,True,False,False,False,True,False
2023-02-11 12:29:50+00:00,🆘YARDIM ÇAĞRISI🆘 . .  İsmet Paşa Mah. 36008. Sok. Sultan Apt. Kat 4 No: 13 Kahramanmaraş/Merkez.Süleyman Atız'ın olduğunu noktada cihaz vücut ısısı ile hayatta olduğu tespit edilmiş acil ekip desteğine iihtiya vardır.  #deprem #Turkey #rahatdeğiliz #marasdepremi #TurkeyQuake,"['deprem', 'Turkey', 'rahatdeğiliz', 'marasdepremi', 'TurkeyQuake']",tr,,,True,False,False,True,False,False
2023-02-11 12:25:26+00:00,No Indians reported being trapped in Turkey: Indian ambassador #Turkey #Earthquake #Indians https://t.co/z3vNvGNC2v,"['Turkey', 'Earthquake', 'Indians']",en,,,True,False,False,True,False,False
2023-02-11 12:07:09+00:00,"A torchlight from phone was a sign of life for the rescue team to look for 9 trapped resident of this unstable building.  . . . . .#earthquake #turkey @ Sümerler, Antakya https://t.co/JlKPxLAZd2","['earthquake', 'turkey']",en,"Coordinates(longitude=36.15441047, latitude=36.18878371)","Place(fullName='Hatay, Türkiye', name='Hatay', type='city', country='Turkey', countryCode='TR')",True,False,True,False,False,False
2023-02-11 11:52:54+00:00,"A father trying to break and remove debris with his bare hands in order to search for his trapped family…He shouts ""Say something girls, make some noise…” But receives no reply…  #TurkeySyriaEarthquake #earthquake #Turkey #earthquaketurkey #Syria #TurkeyEarthquake #TurkeyQuake https://t.co/G03T7VrS50","['TurkeySyriaEarthquake', 'earthquake', 'Turkey', 'earthquaketurkey', 'Syria', 'TurkeyEarthquake', 'TurkeyQuake']",en,,,True,False,False,True,False,False
2023-02-11 11:26:47+00:00,Acil‼️ Osmaniye Yeşil yurt-beyaz apartman. Koç üniverstesinin telebesi VUQAR ASLANOV. sağdır ACİLL PAYLAŞIN!  #rt #deprem #Turkey @DepremDairesi @AFADBaskanlik @barismrtyagci @haluklevent https://t.co/bsOgso4fd2,"['rt', 'deprem', 'Turkey']",tr,,,True,False,False,True,False,False
2023-02-11 11:16:57+00:00,"Earthquake in Turkey: No Information Yet About Any Indian Trapped, Says Envoy Virander Paul  #Earthquake #Turkey #TurkeyQuake @IndianEmbassyTR  https://t.co/oxc7pevzcm","['Earthquake', 'Turkey', 'TurkeyQuake']",en,,,True,False,False,True,False,False
2023-02-11 10:39:50+00:00,"No info yet about any Indian trapped in earthquake-hit Turkey, says envoy #Earthquake #earthquaketoday #syriaearthquake #turkeyearthquake https://t.co/dXPpLEJ8JS https://t.co/Ui6Y2pQlJc","['Earthquake', 'earthquaketoday', 'syriaearthquake', 'turkeyearthquake']",en,,,True,False,False,True,False,False
2023-02-11 10:28:39+00:00,"No information yet about any Indian trapped in earthquake-hit #Turkey, says envoy https://t.co/10CZB9tXKo   #earthquakeinturkey #TurkeySyriaEarthquake","['Turkey', 'earthquakeinturkey', 'TurkeySyriaEarthquake']",en,,,True,False,False,True,False,False
