id,event,source,text,lang,lang_conf,class_label,_sos,_flood,_need,_haz
7389,disaster_events,drd-figureeight-multimedia,"we are not sick, but we are hungry, we need help, they never send helps for us, we don't have shelter to sleep, do your best please.",en,1.0,requests_or_needs,True,False,True,False
591903031400275970,2015_nepal_earthquake,crisisnlp-cf,"RT @carolineheldman: My sister @Heldman is alive, are well as her fellow trekkers! They are trapped above an avalanche in the #Langtang reg‰Û_",en,,missing_and_found_people,True,False,False,True
296151731425914880,2013_queensland_floods,crisislext26,"@ColdJadedWolf We're fine. The flooding in north of us,but my bf's mum is stuck in Queensland.",en,1.0,affected_individual,True,False,False,True
7312,disaster_events,drd-figureeight-multimedia,I NEED HELP WHERE I AM NOW CALL ME,en,1.0,requests_or_needs,True,False,False,False
3495,disaster_events,drd-figureeight-multimedia,"My friends we're here in Miragoane, we need help, we're in the street, cold and hungry.",en,1.0,requests_or_needs,True,False,False,False
591902767712612352,2015_nepal_earthquake,crisisnlp-cf,RT @boredpanda: 4-Month-Old Baby Trapped For 22 Hours In Nepal Earthquake Rubble Finally Rescued (7 pics): http://t.co/D7cjVyViuY http://t.‰Û_,en,,missing_and_found_people,True,False,False,True
3647,disaster_events,drd-figureeight-multimedia,"I am a victim, please help me any way you are able. I am in the North-West exactly. My family, I can't call ..",en,1.0,requests_or_needs,True,False,False,False
297307492180967424,2013_queensland_floods-ontopic,crisislext6,I'm getting really good at getting food stuck in my beard.,en,1.0,not_humanitarian,True,False,False,False
2924,disaster_events,drd-figureeight-multimedia,"Good evening, please help us, we are in croix des bouquests, Fort Drago street, we dont have. ..",en,1.0,requests_or_needs,True,False,False,False
910546956962947073,mexico_earthquake,crisismmd,Volunteers form giant human chain to rescue victims trapped after Mexico earthquake https://t.co/7EPxWQyoiL https://t.co/j04B6txPkV,en,,donation_and_volunteering,True,False,False,True
327321357660598272,2013_bangladesh_savar-building-collapse,crisislext26,RT @YahooNews: Death toll in Bangladesh building collapse rises to 175; rescuers say many more still trapped in rubble. http://t.co/zmExfDp…,en,1.0,affected_individual,True,False,False,True
10521,disaster_events,drd-figureeight-multimedia,"I live brace leandre in area of leogane we don't have water treat for drinking when we are drinking water it's giving diarrhe,stomachache help us please",en,1.0,requests_or_needs,True,False,False,False
511430801393610753,2014_mexico_hurricane-odile,crisisnlp-cf,Prayers out to my cousin Amber because her and her boyfriend are stuck in Cabo during this horrible hurricane. #sendthelove á½¤Fá½¤Fá½¤F,en,,sympathy_and_support,True,False,False,True
910630400527147014,mexico_earthquake,crisismmd,RT @theipaper: Mexico earthquake: Children trapped in school WhatsApp parents https://t.co/jXBYE0DgYE https://t.co/LjSBAbHQbe,en,,affected_individual,True,False,False,True
6490,disaster_events,drd-figureeight-multimedia,please please i pray that God sees what misery we are in please help us,en,1.0,requests_or_needs,True,False,False,False
591903312661848065,2015_nepal_earthquake,crisisnlp-cf,Race Against Time! People Are Still Trapped Inside! https://t.co/XoupRwTGTq #Nepal #Kathmandu #earthquake #PleaseDonate Generously!,en,,missing_and_found_people,True,False,False,True
2209,disaster_events,drd-figureeight-multimedia,I would like to receive information about how to protect myself during potential earthquake. Please help.,en,1.0,requests_or_needs,True,False,False,True
382814116127465472,2013_pakistan_earthquake,crisisnlp-cf,RT @ITs_AzaD: Please Help Awaran and Kech EarthQuake Victims. #Balochistan https://t.co/qzpCyT38va @hrw @UN_HRC @HRC @Refugees,en,0.9348538517951964,donation_and_volunteering,True,False,False,True
792552447449313280,disaster_events,aidr_system,"""@newbeverly stuck in horror nights traffic! We have tickets for the horror marathon! What happens if we're late?""",en,,not_humanitarian,True,False,False,False
383272701927776256,2013_colorado_floods,crisislext26,RT @studenttofarm: We are helping 2 farms affected by the #boulderflood this weekend. Email studenttofarm@colorado.edu to help us help them…,en,1.0,donation_and_volunteering,True,False,False,False
348455192217395202,2013_alberta_floods-ontopic,crisislext6,Hey @HuffPostAlberta we're all still stuck in #Canmore with no ETA on TCH opening. Our video log: http://t.co/l1aVaTjlgZ #ABFlood,en,1.0,not_humanitarian,True,False,False,False
901692693989941248,hurricane_harvey,crisismmd,RT @KTLA: Thousands Stuck on Cruise Ships in Gulf of Mexico After Hurricane Harvey https://t.co/KmGxUNXlEC https://t.co/1OwgQYuXYj,en,,affected_individual,True,False,False,True
706,disaster_events,drd-figureeight-multimedia,"Please. We ask for urgent help for the population of Fampak. We can no loger survive with misery. We are located in Route de Damien, Ruelle Fampak in the Fampak Shelter in the neighbourhood.",en,0.9692159295082092,requests_or_needs,True,False,True,False
910178011756027904,hurricane_irma,crisismmd,BVI facing Hurricane #Maria - not recovered from #Irma. Urgent help needed @BorisJohnson @foreignoffice… https://t.co/5CusY5xZOO,en,,affected_individual,True,False,False,True
1135,disaster_events,drd-figureeight-multimedia,Hi we are in Menos road in Fontamara 43 in miki's yard we can't handle it anymore please help us,en,1.0,requests_or_needs,True,False,False,False
3251,disaster_events,drd-figureeight-multimedia,"Hello we are in Leogane, we are 9 people we need water to drink. Please help us.",en,1.0,requests_or_needs,True,False,True,False
2238,disaster_events,drd-figureeight-multimedia,"please help me, i lost my family and i can't eat. I am on place boyer, help me.",en,1.0,requests_or_needs,True,False,False,False
904533693120659456,hurricane_harvey,crisismmd,A Victim Of Harvey Describes What It Was Like When Her House Flooded https://t.co/3BLdz1UN5W #trump #stocks https://t.co/ut2xvPMST1,en,,infrastructure_and_utilities_damage,False,True,False,True
10584,disaster_events,drd-figureeight-multimedia,this is there is a terrible earthquake still. Please help me to know what must I do,en,1.0,requests_or_needs,True,False,False,True
2588,disaster_events,drd-figureeight-multimedia,"Address : Carrefour R street saint louis Weneed food, tents, waters, sleeping bags or sleeping mats please help. Thank you",en,1.0,requests_or_needs,True,False,False,False
5580,disaster_events,drd-figureeight-multimedia,I AM A SURVIVOR IN PAP I NEED HELP,en,1.0,requests_or_needs,True,False,False,False
382824601300238336,2013_pakistan_earthquake,crisisnlp-cf,"RT @CNBCPAKISTAN: DC #Awaran says several houses damaged due to latest #earthquake, dozens buried under rubble, rescue work underway #Balocâ€¦",en,1.0,infrastructure_and_utilities_damage,True,False,False,True
511439839867457536,2014_mexico_hurricane-odile,crisisnlp-cf,RT @priscillaguasso: Hurricane Odile hit my colleagues hard in La Paz/Los Cabos.  Help us spread the word &amp; pls donate. #InAHyattWorld  httâ€¦,en,,donation_and_volunteering,True,False,False,True
923265376963715072,hurricane_maria,crisismmd,https://t.co/lLQwAQ4zhk Help us raise funds to rebuild our playgrounds after Hurricane Maria https://t.co/chCGXCltp2,en,,donation_and_volunteering,True,False,False,True
541557900435415040,2014_philippines_typhoon-hagupit,crisisnlp-volunteers,@mwbloem:#Philippines:#WFP was there during #Haiyan &amp;we're ready now #Hagupit. Help us do it:https://t.co/DY3oGEIusx ��_http://t.co/dN6jt3RtxI,en,,response_efforts,True,False,False,False
127,disaster_events,drd-figureeight-multimedia,"The message might be saying that they have been stuck in the presidential palace ( pal ) since the same Tuesday ( as the quake ). They need water. The message says they are not finding a little water. No names, no number of people given.",en,1.0,requests_or_needs,True,False,True,False
3688,disaster_events,drd-figureeight-multimedia,Together we are about dozen of us. Help us please. Please.,en,1.0,requests_or_needs,True,False,False,False
296075878671208448,2013_queensland_floods-ontopic,crisislext6,How do I get Spotify to stop telling everyone on Facebook what I'm listening to... Please help someone!,en,1.0,not_humanitarian,True,False,False,False
2864,disaster_events,drd-figureeight-multimedia,we are about 100 people in the parking lot of Kapitol behind Promobank we need help we called no response,en,1.0,requests_or_needs,True,False,False,False
1199,disaster_events,drd-figureeight-multimedia,"We are in Pamis-Aven. We need help, we have no food or water.",en,1.0,requests_or_needs,True,False,False,False
5461,disaster_events,drd-figureeight-multimedia,"PLEASE HELP ME ,I HAVE NOTHING TO LIVE SINCE 12 JANUARY 2010 I AM THHURSTY AND HUNGRY",en,1.0,requests_or_needs,True,False,False,False
591902999905075200,2015_nepal_earthquake,crisisnlp-cf,RT @mktgmacgyver: Very heavy heart. Our thoughts and prayers with families in Nepal impacted by earthquake. Help us respond. Link: http://t‰Û_,en,,sympathy_and_support,True,False,False,True
1841,disaster_events,drd-figureeight-multimedia,"According to what I've heard, no other countries are coming, only america. Is america going to take us or help us?",en,1.0,requests_or_needs,True,False,False,False
905762119571865600,hurricane_irma,crisismmd,WI family stuck in Hurricane Irma just weeks after moving #WKOW https://t.co/rQTtZYMqYD https://t.co/LF5VgbE9Ba,en,,affected_individual,True,False,False,True
683,disaster_events,drd-figureeight-multimedia,We are about 150 families still on the roads ( I assume no shelter ) in the area of Mariani - Tete source ( 1 and 2 ) on the part of the road from Morne to Bateau i gressier.,en,1.0,requests_or_needs,False,False,True,False
5562,disaster_events,drd-figureeight-multimedia,We need help in Milot. We have no more food. People are starving to death.,en,1.0,requests_or_needs,True,False,False,False
910743867951058944,mexico_earthquake,crisismmd,Mexico City earthquake â€“ Rescuers battle to save children trapped beneath rubble of schoolâ€¦ https://t.co/6AgAAnLJZp https://t.co/gda3SzA5eR,en,,donation_and_volunteering,True,False,False,True
910734118165590016,mexico_earthquake,crisismmd,Many Feared Dead or Trapped After Earthquake Topples Buildings Throughout Mexico https://t.co/KtotouGXx9 https://t.co/61Wq6YnStZ,en,,injured_or_dead_people,True,False,False,True
324709166121877504,2013_west-texas_explosion,crisislext26,RT @Afterseven: WACO EXPLOSION DISPATCH: People trapped IN the Fire  I need anybody and everybody you can send. http://t.co/8pMJsSwunm,en,1.0,donation_and_volunteering,True,False,False,True
6180,disaster_events,drd-figureeight-multimedia,We need help. We are situated in Fontamara.,en,1.0,requests_or_needs,True,False,False,False
591903253576556544,2015_nepal_earthquake,crisisnlp-cf,It's been more than 48 hours now. I wonder how many of the trapped people are alive in the Nepal earthquake,en,,missing_and_found_people,True,False,False,True
511459146043240448,2014_mexico_hurricane-odile,crisisnlp-cf,#PLEASE HELP victims of Hurricane Odile by donating to Fundacion Sarahuaro http://t.co/BGZgZQMSfIâ€¦ http://t.co/Fa2ogOvHgg,en,,donation_and_volunteering,True,False,False,True
3157,disaster_events,drd-figureeight-multimedia,"We are a group of victims. We need help such as tents, food, water, pots and pans. We are in Gare du Sud in Gressier.",en,1.0,requests_or_needs,True,False,False,False
3142,disaster_events,drd-figureeight-multimedia,2010 now I am sleeping on the streets. Please help me. I am suffering a lot. i would like to find shelter.,en,1.0,requests_or_needs,True,False,True,False
591903299588075520,2015_nepal_earthquake,crisisnlp-cf,"cnnbrk: U.S. forces rescued 30 people who were trapped in Nepal village after earthquake, U.S. ambas... http://t.co/MHVn8NGTZI #SriLanka",en,,missing_and_found_people,True,False,False,True
503977069173153792,2014_iceland_volcano,crisisnlp-volunteers,"Hope this volcano don't erupt, cant be stuck here for more days!",en,,not_humanitarian,True,False,False,True
232803522339553280,2012_philipinnes_floods,crisislext26,"Aerial View of Manila Flood Aug 7th, 2012 (PLEASE HELP): http://t.co/IEgpXyGc via @youtube from Mikey Bustos",en,1.0,donation_and_volunteering,True,False,False,True
3089,disaster_events,drd-figureeight-multimedia,"we are in petit goave at liberte avenue. we have no house, no shelter, no water, no food. .. please help",en,1.0,requests_or_needs,True,False,True,False
511427666424000513,2014_mexico_hurricane-odile,crisisnlp-cf,"at @westin club regina cabo after hurricane stuck here no electricity, running low on food, water @AmericanAir  please help w flights!",en,,infrastructure_and_utilities_damage,True,False,False,True
2481,disaster_events,drd-figureeight-multimedia,"We're victims of the earthquake of January 12, 2010 we need your help, please help us bless you bnira we Diquini 63 rue ver",en,1.0,requests_or_needs,True,False,False,True
5248,disaster_events,drd-figureeight-multimedia,"I need some information on the earthquake, please. I people are saying there is a new one coming that will be worst. Please, help us.",en,1.0,requests_or_needs,True,False,False,True
1512,disaster_events,drd-figureeight-multimedia,"We need help, food, water, clothes, tents, etc. My address is Center ( maybe UEBH center? ) at fort Mercredi. Thank you.",en,1.0,requests_or_needs,True,False,False,False
2987,disaster_events,drd-figureeight-multimedia,We need help. No help has been sent for us. I have 2 relatives with me. I'm asking for your help.,en,1.0,requests_or_needs,True,False,False,False
9982,disaster_events,drd-figureeight-multimedia,"We are hungry, thirsty, have always had to sleep under the stars by our house are detuit help us in our new haiti i'd like to participate because life done in bacc. january 12th is a answer. how here come.",en,1.0,requests_or_needs,True,False,False,False
4064,disaster_events,drd-figureeight-multimedia,"We are victimes, we're asking you to help us. We have truncated",en,1.0,requests_or_needs,True,False,False,False
873,disaster_events,drd-figureeight-multimedia,"We called at a radio station they do not do anything, we contacted some other people, nothing, contact us at this number please, come help us. ( no number provided from this message )",en,1.0,requests_or_needs,True,False,False,False
5187,disaster_events,drd-figureeight-multimedia,"We need Help in Miragoane, we are sleeping outside, nobody thought about us. Please start sending some help in the countryside as well, too many people from PAP came here.",en,1.0,requests_or_needs,True,False,False,False
1263,disaster_events,drd-figureeight-multimedia,I was a victim living in the capital. I'm in rheto (rhetoric?) I need help finishing school and then going to study in a ??? (higher learning),en,1.0,requests_or_needs,True,False,False,False
909706347016593408,hurricane_irma,crisismmd,Couple stuck on St. Thomas during Hurricane Irma finally returns to CNY https://t.co/BKw7LPnzpg https://t.co/SZlkJw5fci,en,,infrastructure_and_utilities_damage,True,False,False,True
1307,disaster_events,drd-figureeight-multimedia,"We still can't find any food whatsoever and we are actually dying of hunger. Please help us to save the remaining brothers and sisters that are still alive, please.",en,1.0,requests_or_needs,True,False,False,False
1555,disaster_events,drd-figureeight-multimedia,"We have had problems since the earthquake. There is no authority to help us and we haven't been able to find water. A lot of people are hurt, we stared a comittee",en,1.0,requests_or_needs,True,False,False,True
591903096382627840,2015_nepal_earthquake,crisisnlp-cf,RT @unicefireland: Almost 1 million children need help in Nepal after the 7.8 earthquake. Please text ‰Û÷CHILD‰Ûª to 50300 to donate ‰âÂ4 now. ht‰Û_,en,,donation_and_volunteering,True,False,False,True
262996087676223488,2012_sandy_hurricane-ontopic,crisislext6,"@RUbusproblems: ALL New Brunswick roads (along with rt 18, rt 27 and rt 1) are closed to the public. Aka we're trapped.",en,1.0,not_humanitarian,True,False,False,False
911684582075858945,mexico_earthquake,crisismmd,@News8 Mexico need help ! Big earthquake destroy so much ! @News8 @10News @fox5sandiego @Univision https://t.co/H5xU7yaZU6,en,,donation_and_volunteering,True,False,False,True
4241,disaster_events,drd-figureeight-multimedia,We are dying of hunger please there is nothing to eat. please help,en,1.0,requests_or_needs,True,False,False,False
10143,disaster_events,drd-figureeight-multimedia,Since the earthquake i am starving please help me to safe my self.,en,1.0,requests_or_needs,True,False,False,True
910535295375958016,disaster_events,aidr_system,"""Prayers to Mexico! Mexico Earthquake Kills Hundreds, Trapping Many Under Rubble https://t.co/JgcnrRMuh9 #Mexico""",en,,injured_or_dead_people,True,False,False,True
396327431188910080,2013_la_airport-shootings,crisislext26,Stuck at LAX. Someone opened fire on a TSA agent. Multiple victims. Locked down for who knows how long. Nothing going in or out.,en,1.0,affected_individual,True,False,False,True
1947,disaster_events,drd-figureeight-multimedia,We need help in jacmel in rochalet. We are hungry please help us,en,1.0,requests_or_needs,True,False,False,False
541781522483650561,2014_philippines_typhoon-hagupit,crisisnlp-volunteers,ppl living in CA are so lucky and then there's me  Living in the philippines stuck in my dorm bc typhoon   No follow from @justinbieber,en,,not_humanitarian,True,False,False,False
2153,disaster_events,drd-figureeight-multimedia,"We are in Gressier at rue Volcan Bleu. We are starving, we are thirsty and we need tents. Please help. God bless you.",en,1.0,requests_or_needs,True,False,False,False
303,disaster_events,drd-figureeight-multimedia,We need help. We are a Seguineau road at the corner of nazon and bertholy. We really need water.,en,1.0,requests_or_needs,True,False,True,False
262658138933714945,2012_sandy_hurricane-ontopic,crisislext6,"I'm gunna be stuck at work tonight, at least in getting paid....#sheitt",en,1.0,not_humanitarian,True,False,False,False
296247097332752384,2013_queensland_floods,crisislext26,@TheEllenShow PLEASE HELP THE #Queensland AUSTRALIA RED CROSS in the flood affected families especially in Bundaberg and Gympie!!! #redcross,en,1.0,donation_and_volunteering,True,False,False,True
9613,disaster_events,drd-figureeight-multimedia,"I don't have any tent, I'm sleeping on the street. Please help me to find a tent. Thank you!",en,1.0,requests_or_needs,True,False,False,False
910749888320868353,mexico_earthquake,crisismmd,Mexico earthquake: rescuers work into night to save trapped #TISNews Click Link- https://t.co/3F4osUQVUJ https://t.co/XiSUGNPHnT,en,,donation_and_volunteering,True,False,False,True
508336097378566144,2014_pakistan_floods,crisisnlp-cf,RT @shwetabhpathak: Thousands of RSS workers working day n night to rescue thousands of people trapped in flood! Kudos! #KashmirFloods,en,1.0,donation_and_volunteering,True,False,False,True
6028,disaster_events,drd-figureeight-multimedia,"We need help at Centre Dadadou, Delmas 3, such as a tent or tarp - we havent gotten any of those things - ad we are under water in the rain? - what can be done for us?",en,1.0,requests_or_needs,True,False,False,False
896,disaster_events,drd-figureeight-multimedia,"I have no body to help me, I don't know what to do please help me",en,1.0,requests_or_needs,True,False,False,False
6729,disaster_events,drd-figureeight-multimedia,I am an earthquake victim. I've been hosted by a family in Les Cayes (Southern Haiti). I need help. I need a job. It is really hard for me. Please help me.,en,1.0,requests_or_needs,True,False,False,True
405,disaster_events,drd-figureeight-multimedia,we are in need of food. water medicine we are in delma 33 route ALYANS 4 AND 5 zone Jerale batay. we are a family of 750 survivors we ar angry bad. help us please,en,1.0,requests_or_needs,True,False,True,False
7240,disaster_events,drd-figureeight-multimedia,"Hi, i am an american citizen in haiti. I need to go home but the airline wants 700us that i do not have. Please help. Thank you",en,1.0,requests_or_needs,True,False,False,False
332836775133323266,2013_bangladesh_savar-building-collapse,crisislext26,"RT @Gawker: After 17 days trapped under the Bangladesh factory collapse, this incredibly strong woman has finally been rescued http://t.co/…",en,1.0,affected_individual,True,False,False,True
184,disaster_events,drd-figureeight-multimedia,"Carrefour Feuille extended, we need help. We are waiting!",en,1.0,requests_or_needs,True,False,False,False
930000308033507328,iraq_iran_earthquake,crisismmd,#Iran's Army is deployed in the region to help the relief forces to find trapped earthquake victims #iranEarthquake https://t.co/JEj9n8bhZs,en,,donation_and_volunteering,True,False,False,True
5600,disaster_events,drd-figureeight-multimedia,"Carrefour, Lamentin 54 Rue MORAVIA et Lamentin 52 Rue ST CHARLES. WE NEED FOODS,WATER DRUGS AND SLEEPING BAG.WE ARE ONLY,HELP US.",en,1.0,requests_or_needs,True,False,False,False
541937099440521216,2014_philippines_typhoon-hagupit,crisisnlp-volunteers,It's been 24 hours since the storm stuck. Electricity is out but most of the phil. population survived so we got that going for us #RubyPH,en,,infrastructure_and_utilities_damage,True,False,False,True
1533,disaster_events,drd-figureeight-multimedia,i live in Croix des Bouquets on rue St jean. We need help. We don't have anywhere to stay. We don't have any food nor clothing. we're asking for help. Please!,en,1.0,requests_or_needs,True,False,False,False
295654739939577857,2013_queensland_floods,crisislext26,@NewsTalk4BC mayor of Scenic Rim trapped at Moogerah Dam by flood waters #bigwet http://t.co/NH5kSlmc,en,1.0,affected_individual,True,False,False,True
327025923494920192,2013_bangladesh_savar-building-collapse,crisislext26,Video: Hundreds trapped in Bangladesh building collapse  http://t.co/j3ApjD20T8 via http://t.co/gtd9C6Fyfx,en,1.0,affected_individual,True,False,False,True
8007,disaster_events,drd-figureeight-multimedia,"We need help! we need water, tents with foods since after the earthquake we never found nothing, please help us! Thanks",en,1.0,requests_or_needs,True,False,True,True
9760,disaster_events,drd-figureeight-multimedia,"I'm a young man,I made philo,I not working,but I'm able to work,please help me in this situation.",en,1.0,requests_or_needs,True,False,False,False
832,disaster_events,drd-figureeight-multimedia,"We need Help, food, water, medicine. .. we are right across the Justice Palace",en,1.0,requests_or_needs,True,False,True,False
323913991195865088,2013_boston_bombings-ontopic,crisislext6,Why people keep using the same basic picture of the man on the roof .. Relax no terrorist is that dumb,en,1.0,not_humanitarian,False,True,False,False
503643210288496643,2014_california_earthquake,crisisnlp-cf,RT @ChimneyRockWine: Do you want to help wineries who need help?  Here's one way you can:  Napa Earthquake Volunteers http://t.co/Q87rF7GzYâ€¦,en,,donation_and_volunteering,True,False,False,True
1407,disaster_events,drd-figureeight-multimedia,"since the earthquake we're at delmas 33 alaza street, we haven't recieve any assistance we don't have no shelter or no food. please find a way to help us.",en,1.0,requests_or_needs,True,False,True,True
909,disaster_events,drd-figureeight-multimedia,I can't call my family cause i HAVE no minutes on my calling card. Please help me,en,1.0,requests_or_needs,True,False,False,False
263053631106977793,2012_sandy_hurricane-ontopic,crisislext6,Guess we're stuck in Gotham now. #Sandy #TheDarkKnightRises,en,1.0,not_humanitarian,True,False,False,False
5117,disaster_events,drd-figureeight-multimedia,"Hello, I am writing to see if you can help us. We are victims of the quake.",en,1.0,requests_or_needs,True,False,False,False
6804,disaster_events,drd-figureeight-multimedia,"Hello, we are the inhabitants of Petite Palace Cazeau. We are victims and we need help.",en,1.0,requests_or_needs,True,False,False,False
508339023782625280,2014_pakistan_floods,crisisnlp-cf,"Thousands trapped by flooding in Kashmir: Landslides, flash floods leave hundreds dead on both sides ... http://t.co/rtqY936ELR @TeamLOA",en,1.0,missing_and_found_people,True,False,False,True
232838494425337856,2012_philipinnes_floods,crisislext26,@sofiaandress: WE NEED RESCUE HERE! WE NEED TO EVACUATE. Address 212 M.H. Del Pilar St Tinajeros Malabon city” #RescuePH Please HELP them.,en,1.0,donation_and_volunteering,True,False,True,False
849,disaster_events,drd-figureeight-multimedia,"At st Martin Street entrance Mariella street we need help we have no house, we need water, food. thanks",en,1.0,requests_or_needs,True,False,True,False
591903036261314560,2015_nepal_earthquake,crisisnlp-cf,RT @Tearfund: The Nepal earthquake is a 'worst-case scenario quake.' Help us as we follow Jesus where the need is greatest. https://t.co/tw‰Û_,en,,sympathy_and_support,True,False,False,True
327012191339413505,2013_bangladesh_savar-building-collapse,crisislext26,"#Nolefam ,Please pray for the victims of the disaster where more than 70 people has died in a building collapse, more trapped in Bangladesh",en,1.0,sympathy_and_support,True,False,False,True
7192,disaster_events,drd-figureeight-multimedia,"Please we are in Champ de Mars, help us find a tent and God will bless you.",en,1.0,requests_or_needs,True,False,False,False
3377,disaster_events,drd-figureeight-multimedia,We need help and food. I'm in Mais Gate 8 prolonged. Please do this quick for us,en,1.0,requests_or_needs,True,False,False,False
234692456497696768,2012_philipinnes_floods,crisislext26,RT @TheSmartestDogs: Missing Dog Manila: Please Help Find a Lost Dog in this Iconic Flood Photo Named “Third” http://t.co/INfr5kv2 via @zite,en,1.0,affected_individual,True,False,False,True
12304,disaster_events,drd-figureeight-multimedia,"I am particularly concerned about seniors stuck in their apartments on upper floors and am willing ( and able ) to carry supplies up many flights of stairs . I can get to Red Hook easily by bike or bus . I am also able to cook and serve meals/wash dishes , sweep debris , whatever is needed .",en,1.0,requests_or_needs,True,False,False,False
6222,disaster_events,drd-figureeight-multimedia,"Please, we are in the area above Leyogane called Makem or Makom. We have nothing. Please bring a small tent for the unending rain is killing us. Please I am waiting for you to help us.",en,1.0,requests_or_needs,True,False,False,False
3707,disaster_events,drd-figureeight-multimedia,I'm begging you please help me. My situation is very critical.,en,1.0,requests_or_needs,True,False,False,False
14163,disaster_events,drd-figureeight-multimedia,here flood has affected 100.are we not valid for the pakistan nationality card.we are requesting again and again for help.please help us.. VILLAG CITY KACHIPUL Dist!Kamber Shahdad kot Taluka Qubo plz Vist Kachipul city,en,1.0,requests_or_needs,True,False,False,True
841,disaster_events,drd-figureeight-multimedia,"we have no home, we are hungry, we have nothing please help",en,1.0,requests_or_needs,True,False,False,False
910534259542315008,mexico_earthquake,crisismmd,Watch the Emotional Rescue of a Dog Trapped in Rubble After Earthquake in Mexico City... https://t.co/kvxRFXrEX7 https://t.co/RnaG3aMSnO,en,,donation_and_volunteering,True,False,False,True
1068,disaster_events,drd-figureeight-multimedia,I need help. I'm sick in my thoughts. I'm sleeping outside with a lot of other people and babies too. Thank you ( incomplete - end of a message ),en,1.0,requests_or_needs,True,False,False,False
503644622409588736,2014_california_earthquake,crisisnlp-cf,@EricHasseltine Welcome back. Was wondering if you got stuck in California with the earthquake.,en,,not_humanitarian,True,False,False,True
591902857751846912,2015_nepal_earthquake,crisisnlp-cf,@USAID This is a database with the location and needs of people trapped in Nepal. http://t.co/SEG4iu67gs Many are in need of evac &amp; supplies,en,,missing_and_found_people,True,False,False,False
686,disaster_events,drd-figureeight-multimedia,We need help we are close to college lamartiniere in a house made of metal. we need food and water. we are about 30 people.,en,1.0,requests_or_needs,True,False,True,False
823,disaster_events,drd-figureeight-multimedia,"i need to go to find my family in USA. I have no house, no clothes, no money and no food come to my zone. Please help me",en,1.0,requests_or_needs,True,False,False,False
672446395740250112,disaster_events,aidr_system,"""Who's on Pinterest? We're just finding our feet so please help our boards look as amazing as we think they should be.https://t.co/O7lMFjaCIo""",en,,not_humanitarian,True,False,False,False
3356,disaster_events,drd-figureeight-multimedia,I am very hungry. I am not working. The last time I ate was on Monday. Please help me because I can't take it. You can call me. Thanks in advance.,en,1.0,requests_or_needs,True,False,False,False
